Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
13.220.100a–l,False,False,True,51505,,Asian Art,1913.0,Album leaves,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021262,Artist|Artist,Border by|Formerly attributed to,Unidentified artist|Yi Yuanji," |Chinese, active 11th century", | ,Unidentified artist|Yi Yuanji, |Chinese,          |0966      ,          |1066      ,|,|,|https://www.wikidata.org/wiki/Q1261786,,1368,1911,Set of twelve album leaves; ink and color on silk,Each: 11 1/2 x 10 5/8 in. (29.2 x 27 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51505,https://www.wikidata.org/wiki/Q78813065,,"Metropolitan Museum of Art, New York, NY",Animals|Men|Mirrors,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300037682,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q35197
13.220.103,False,False,True,51506,,Asian Art,1913.0,Hanging scroll,明   佚名   秋林讀易圖   軸|Mountain Scenery,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Hanging scroll; ink and color on silk,"Image: 53 1/2 x 23 3/4 in. (135.9 x 60.3 cm)
Overall with mounting: 83 1/2 x 30 in. (212.1 x 76.2 cm)
Overall with knobs: 83 1/2 x 34 1/4 in. (212.1 x 87 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51506,https://www.wikidata.org/wiki/Q78813034,,"Metropolitan Museum of Art, New York, NY",Landscapes|Mountains,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008795,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q8502
13.220.106,False,False,True,51507,,Asian Art,1913.0,Hanging scroll,明/清   佚名（舊傳趙伯駒） 蘭亭圖   軸|Orchid Pavilion or Lanting,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021708,Artist|Artist, |Formerly Attributed to,Unidentified artist|Zhao Boju," |Chinese, 11th century", | ,Unidentified artist|Zhao Boju, |Chinese,          |1000      ,          |1099      ,|,|,|,,1368,1911,Hanging scroll; ink and color on silk,"Image: 15 3/4 x 12 1/8 in. (40 x 30.8 cm)
Overall (with colophons): 35 1/4 x 12 1/8 in. (89.5 x 30.8 cm)
Overall with mounting: 57 1/4 x 14 7/8 in. (145.4 x 37.8 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51507,https://www.wikidata.org/wiki/Q78812966,,"Metropolitan Museum of Art, New York, NY",Pavilions|Landscapes,http://vocab.getty.edu/page/aat/300002660|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q276173|https://www.wikidata.org/wiki/Q191163
13.220.107,False,False,True,51508,,Asian Art,1913.0,Hanging scroll,明/清  佚名  舊傳方從義  風雨圖  軸|Wind and Water: Landscape in the Style of Mi Fu,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,119633750,Artist|Artist,Formerly Attributed to| ,Fang Congyi|Unidentified artist,"Chinese, ca. 1301–after 1378| ", | ,Fang Congyi|Unidentified artist,Chinese| ,1301      |          ,1399      |          ,|,http://vocab.getty.edu/page/ulan/500125637|,https://www.wikidata.org/wiki/Q3066387|,,1368,1911,Hanging scroll; ink on paper,"Image: 45 × 18 1/2 in. (114.3 × 47 cm)
Overall with mounting: 109 × 25 1/4 in. (276.9 × 64.1 cm)
Overall with knobs (only one knob): 109 × 29 1/2 in. (276.9 × 74.9 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51508,https://www.wikidata.org/wiki/Q78812956,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
13.220.108,False,False,True,51509,,Asian Art,1913.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Hanging scroll; ink and color on silk,67 1/2 x 20 1/8 in. (171.5 x 51.1 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51509,https://www.wikidata.org/wiki/Q78812932,,"Metropolitan Museum of Art, New York, NY",Tables|Gardens|Women|Children,http://vocab.getty.edu/page/aat/300039548|http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025945,https://www.wikidata.org/wiki/Q14748|https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7569
13.220.113,False,False,True,51510,,Asian Art,1913.0,Hanging scroll,清 佚名 舊傳陸治 秋林圖 軸|An Autumnal Grove,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021201,Artist|Artist, |Formerly Attributed to,Unidentified artist|Lu Zhi," |Chinese, 1495–1576", | ,Unidentified artist|Lu Zhi, |Chinese,          |1495      ,          |1576      ,|,|http://vocab.getty.edu/page/ulan/500321776,|https://www.wikidata.org/wiki/Q45543578,,1368,1911,Hanging scroll; ink and color on paper,25 3/8 x 16 1/2 in. (64.5 x 41.9 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51510,https://www.wikidata.org/wiki/Q78812863,,"Metropolitan Museum of Art, New York, NY",Trees,http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q10884
13.220.114,False,False,True,51511,,Asian Art,1913.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,19th century,1800,1899,Hanging scroll; ink and color on silk,Image: 27 1/4 x 18 3/8 in. (69.2 x 46.7 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51511,https://www.wikidata.org/wiki/Q78812854,,"Metropolitan Museum of Art, New York, NY",Women|Dressing|Mirrors,http://vocab.getty.edu/page/aat/300025943| |http://vocab.getty.edu/page/aat/300037682,https://www.wikidata.org/wiki/Q467| |https://www.wikidata.org/wiki/Q35197
13.220.120,False,False,False,51512,,Asian Art,1913.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750216332,Artist|Artist, |In the style of,Unidentified artist|Giuseppe Castiglione," |Italian, Milan 1688–1766 Beijing", | ,"Unidentified artist|Castiglione, Giuseppe", |Italian,          |1688      ,          |1766      ,|,|http://vocab.getty.edu/page/ulan/500008839,|https://www.wikidata.org/wiki/Q458671,,1368,1911,Hanging scroll; ink and color on silk,60 x 31 in. (152.4 x 78.7 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51512,,,"Metropolitan Museum of Art, New York, NY",,,
13.220.121,False,False,True,51513,,Asian Art,1913.0,Hanging scroll,清   佚名   舊傳郎世寧   游鹿圖   軸|Fawn at Play,China,Qing dynasty (1644–1911),,,,3750216332,Artist|Artist, |Formerly Attributed to,Unidentified artist|Giuseppe Castiglione," |Italian, Milan 1688–1766 Beijing", | ,"Unidentified artist|Castiglione, Giuseppe", |Italian,          |1688      ,          |1766      ,|,|http://vocab.getty.edu/page/ulan/500008839,|https://www.wikidata.org/wiki/Q458671,,1644,1911,Hanging scroll,Overall: 24 3/4 x 54 in. (62.9 x 137.2 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51513,https://www.wikidata.org/wiki/Q78812807,,"Metropolitan Museum of Art, New York, NY",Deer|Landscapes,http://vocab.getty.edu/page/aat/300250308|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q685795|https://www.wikidata.org/wiki/Q191163
13.220.125,False,False,True,51514,,Asian Art,1913.0,Panels mounted as a handscroll,明/清   佚名   舊傳王振鵬   養正圖   卷|Family Training,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021167,Artist|Artist, |Spurious signature of,Unidentified artist|Wang Zhenpeng," |Chinese, active ca. 1275–1330", | ,Unidentified artist|WANG ZHENPENG, |Chinese,          |1265      ,          |1340      ,|,|http://vocab.getty.edu/page/ulan/500125699,|https://www.wikidata.org/wiki/Q3566124,,1600,1913,Ten panels mounted as a handscroll; ink and color on silk,"Image (each panel, approx.): 13 3/8 × 16 1/4 in. (34 × 41.3 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51514,https://www.wikidata.org/wiki/Q78812742,,"Metropolitan Museum of Art, New York, NY",Women|Children|Men|Family,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300435378,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q8436
13.220.126,False,False,True,51515,,Asian Art,1913.0,Handscroll,清   佚名   倣董其昌   倣米氏雲山圖   卷|Cloudy Mountain in the Style of Mi Fu (1052–1107),China,Qing dynasty (1644–1911),,,,116443750,Artist|Artist,After| ,Dong Qichang|Unidentified artist,"Chinese, 1555–1636| ", | ,"Dong, Qichang|Unidentified artist",Chinese| ,1555      |          ,1636      |          ,|,http://vocab.getty.edu/page/ulan/500125621|,https://www.wikidata.org/wiki/Q537211|,,1644,1911,Handscroll; ink on silk,10 1/2 x 86 in. (26.7 x 218.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51515,https://www.wikidata.org/wiki/Q47516342,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
13.220.130a–j,False,False,True,51518,,Asian Art,1913.0,Album,明/清   佚名   舊傳李公麟   法海靈山圖   冊|Procession of Arhats,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Album of ten leaves; ink on silk,(a): 11 7/8 x 20 in. (30.2 x 50.8 cm); (b): 11 x 10 in. (27.9 x 25.4 cm); (c): 11 3/4 x 16 1/4 in. (29.8 x 41.3 cm); (d) 11 7/8 x 14 5/8 in. (30.2 x 37.1 cm); (e) 11 7/8 x 21 3/8 in. (30.2 x 54.3 cm); (f) 11 7/8 x 17 3/4 in. (30.2 x 45.1 cm); (g) 11 7/8 x 14 1/2 in. (30.2 x 36.8 cm); (h) 11 3/4 x 11 1/8 in. (29.8 x 28.3 cm); (i) 11 7/8 x 12 3/4 in. (30.2 x 32.4 cm); (j) 11 7/8 x 14 1/8 in. (30.2 x 35.9 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51518,https://www.wikidata.org/wiki/Q78812639,,"Metropolitan Museum of Art, New York, NY",Lanterns|Men|Women,http://vocab.getty.edu/page/aat/300037647|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q862454|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
13.220.131a–j,False,False,True,51519,,Asian Art,1913.0,Album,明  宋旭   羅漢圖   冊|Ten Paintings of Luohans,China,Qing dynasty (1644–1911),,,,125213750,Artist|Artist,After| ,Song Xu|Unidentified artist,"Chinese, 1525–after 1606| ", | ,Song Xu|Unidentified artist,Chinese| ,1525      |          ,1610      |          ,|,http://vocab.getty.edu/page/ulan/500125683|,https://www.wikidata.org/wiki/Q3372422|,,1644,1911,Album of ten leaves; ink and color on silk,Each painting: 11 1/4 x 11 1/2 in. (28.6 x 29.2 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51519,https://www.wikidata.org/wiki/Q78812565,,"Metropolitan Museum of Art, New York, NY",Men|Monkeys|Buddhism,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250028|http://vocab.getty.edu/page/aat/300073738,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q1367|https://www.wikidata.org/wiki/Q748
14.76.2,False,False,False,51521,,Asian Art,1914.0,Hanging scroll,,China,Yuan (1271–1368) or Ming (1368–1644) dynasty,,,,375021790,Artist|Artist, |Formerly attributed to,Unidentified artist|Yan Hui," |Chinese, act. late 13th–early 14th century", | ,Unidentified artist|Yan Hui, |Chinese,          |1271      ,          |1335      ,|,|http://vocab.getty.edu/page/ulan/500125631,|,,1271,1644,Hanging scroll; color on paper,46 3/4 x 24 1/8 in. (118.7 x 61.3 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914
",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51521,,,"Metropolitan Museum of Art, New York, NY",,,
14.76.5,False,False,True,51522,,Asian Art,1914.0,Hanging scroll,,China,Ming dynasty (?) (1368–1644),,,,375021398,Artist|Artist, |Formerly Attributed to,Unidentified artist|Li Anzhong, |active 12th century, | ,Unidentified artist|Li Anzhong, |Chinese,          |0012      ,          |0012      ,|,|,|,,1368,1644,Hanging scroll; color on silk,"Image: 44 1/4 × 18 1/4 in. (112.4 × 46.4 cm)
Overall with mounting: 79 1/2 × 23 3/4 in. (201.9 × 60.3 cm)
Overall with knobs: 79 1/2 × 25 1/2 in. (201.9 × 64.8 cm)","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51522,https://www.wikidata.org/wiki/Q78812473,,"Metropolitan Museum of Art, New York, NY",Geese,http://vocab.getty.edu/page/aat/300250063,https://www.wikidata.org/wiki/Q16529344
14.76.61.62,False,False,True,51523,,Asian Art,1914.0,Album leaf,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,115793750,Artist|Artist,Formerly Attributed to| ,Li Gonglin|Unidentified artist,"Chinese, ca. 1041–1106| ", | ,Li Gonglin|Unidentified artist,Chinese| ,1041      |          ,1106      |          ,|,http://vocab.getty.edu/page/ulan/500332980|,https://www.wikidata.org/wiki/Q716389|,,1368,1911,Albun leaf; ink and color on silk,"Image: 10 1/4 × 10 1/4 in. (26 × 26 cm)
Sheet: 12 1/4 × 15 3/4 in. (31.1 × 40 cm)","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51523,https://www.wikidata.org/wiki/Q78812363,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
18.25.1,False,False,True,51524,,Asian Art,1918.0,Handscroll,明 /清  佚名   李公麟 偽款   龍王請齋圖   卷|Buddhist luohans crossing the sea to the palace of the dragon king,China,Ming (1368–1644) dynasty,,,,3750,Artist, ,Unidentified artist, ,", fake signature of Li Gonglin (ca. 1041–1106)",Unidentified artist, ,          ,          ,,,,late 16th–early 17th century,1567,1633,Handscroll; ink on silk,11 3/8 × 58 in. (28.9 × 147.3 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51524,https://www.wikidata.org/wiki/Q78812205,,"Metropolitan Museum of Art, New York, NY",Lions|Dragons|Buddhism|Men|Tigers,http://vocab.getty.edu/page/aat/300310388|http://vocab.getty.edu/page/aat/300375726|http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300249063,https://www.wikidata.org/wiki/Q140|https://www.wikidata.org/wiki/Q7559|https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q19939
18.25.2,False,False,True,51525,,Asian Art,1918.0,Handscroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021157,Artist|Artist, |In the style of,Unidentified artist|Li Gonglin," |Chinese, ca. 1041–1106", | ,Unidentified artist|Li Gonglin, |Chinese,          |1041      ,          |1106      ,|,|http://vocab.getty.edu/page/ulan/500332980,|https://www.wikidata.org/wiki/Q716389,,1368,1911,Handscroll; ink on silk,13 3/8 x 85 in. (34  x 215.9 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51525,https://www.wikidata.org/wiki/Q78812053,,"Metropolitan Museum of Art, New York, NY",Men|Buddhism|Birds|Dragons,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q7559
18.124.1,False,False,True,51526,,Asian Art,1918.0,Handscroll,,China,Ming dynasty (?) (1368–1644),,,,125373750,Artist|Artist,In the Style of| ,Wu Zongyuan|Unidentified artist,"Chinese, died 1050| ", | ,Wu Zongyuan|Unidentified artist,Chinese| ,0950      |          ,1050      |          ,|,|,|,,1368,1644,Handscroll; ink and color on silk,20 1/2 in. × 16 ft. 3 15/16 in. (52.1 × 497.7 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51526,https://www.wikidata.org/wiki/Q78811900,,"Metropolitan Museum of Art, New York, NY",Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779
18.124.5,False,False,True,51527,,Asian Art,1918.0,Handscroll,,China,Qing dynasty (1644–1911),,,,375021256,Artist|Artist, |Formerly Attributed to,Unidentified artist|Gong Kai," |Chinese, 1222–after 1304", | ,Unidentified artist|Gong Kai, |Chinese,          |1222      ,          |1310      ,|,|http://vocab.getty.edu/page/ulan/500125642,|https://www.wikidata.org/wiki/Q3110486,,1644,1911,Handscroll; black and white on paper,H. 12 1/2 in. (31.8 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51527,https://www.wikidata.org/wiki/Q78811760,,"Metropolitan Museum of Art, New York, NY",Men|Philosophers,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025569,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4964182
18.124.6,False,False,True,51528,,Asian Art,1918.0,Handscroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021169,Artist|Artist, |Formerly Attributed to,Unidentified artist|Ni Zan," |Chinese, 1306–1374", | ,Unidentified artist|NI ZAN, |Chinese,          |1306      ,          |1374      ,|,|http://vocab.getty.edu/page/ulan/500323266,|https://www.wikidata.org/wiki/Q731030,,1368,1911,Handscroll; color on paper,11 x 57 1/2 in. (27.9 x 146.1 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51528,https://www.wikidata.org/wiki/Q78811591,,"Metropolitan Museum of Art, New York, NY",Rivers|Landscapes,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q191163
18.124.7,False,False,False,51529,,Asian Art,1918.0,Painting,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021557,Artist|Artist, |Formerly Attributed to,Unidentified artist|Chen Rong, |active 1235–62,"Chinese, 16th century| ",Unidentified artist|Chen Rong, |Chinese,          |1235      ,          |1262      ,|,|http://vocab.getty.edu/page/ulan/500125632,|https://www.wikidata.org/wiki/Q2739948,,1368,1911,Framed painting; ink and color on paper,35 3/8 x 70 3/8 in. (89.9 x 178.8 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51529,,,"Metropolitan Museum of Art, New York, NY",,,
18.124.8,False,False,True,51530,,Asian Art,1918.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Hanging scroll; color on paper,23 1/8 x 12 in. (58.7 x 30.5 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51530,https://www.wikidata.org/wiki/Q78811457,,"Metropolitan Museum of Art, New York, NY",Landscapes|Trees,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q10884
18.124.9,False,False,False,51531,,Asian Art,1918.0,Painting,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021261,Artist|Artist, |Formerly Attributed to,Unidentified artist|Li Zhaodao, |act  670–730, | ,Unidentified artist|Li Zhaodao, |Chinese,          |0670      ,          |0730      ,|,|http://vocab.getty.edu/page/ulan/500335705,|https://www.wikidata.org/wiki/Q698174,,1368,1911,Ink and color on silk,19 x 48 1/2 in. (48.3 x 123.2 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51531,,,"Metropolitan Museum of Art, New York, NY",,,
18.125,False,False,True,51532,,Asian Art,1918.0,Handscroll,,China,Song dynasty (960–1279) or later,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,960,1300,Handscroll; ink on silk,H. 18 in. (45.7 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51532,https://www.wikidata.org/wiki/Q78811364,,"Metropolitan Museum of Art, New York, NY",,,
19.149,False,False,True,51533,,Asian Art,1919.0,Handscroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Handscroll; ink and color on silk,8 1/2 x 92 in. (21.6 x 233.7 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51533,https://www.wikidata.org/wiki/Q78811239,,"Metropolitan Museum of Art, New York, NY",Horses|Men|Drinking,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300379698,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q876776
19.159,False,False,True,51534,,Asian Art,1919.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021158,Artist|Artist, |Formerly Attributed to,Unidentified artist|Emperor Huizong," |Chinese, 1082–1135; r. 1100–25", | ,"Unidentified artist|Huizong, Emperor", |Chinese,          |1082      ,          |1135      ,|,|http://vocab.getty.edu/page/ulan/500334306,|https://www.wikidata.org/wiki/Q7486,,1368,1911,Hanging scroll; on silk,46 x 21 in. (116.8 x 53.3 cm),"Rogers Fund, 1918",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51534,https://www.wikidata.org/wiki/Q78811104,,"Metropolitan Museum of Art, New York, NY",Falcons,http://vocab.getty.edu/page/aat/300250051,https://www.wikidata.org/wiki/Q43489
19.166,False,False,True,51535,,Asian Art,1919.0,Handscroll,,China,Ming (1368–1644) or Qing dynasty (1644–1911),,,,375021179,Artist|Artist, |Formerly Attributed to,Unidentified artist|Qiu Ying," |Chinese, ca. 1495–1552", | ,Unidentified artist|Qiu Ying, |Chinese,          |1485      ,          |1562      ,|,|http://vocab.getty.edu/page/ulan/500324495,|https://www.wikidata.org/wiki/Q769372,ca. 1530,1520,1540,Handscroll; ink and color on silk,H. 12 3/8 in. (31.4 cm),"Gift of William Hu, 1919",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51535,https://www.wikidata.org/wiki/Q78810979,,"Metropolitan Museum of Art, New York, NY",Horses|Bow and Arrow|Men|Hunting,http://vocab.getty.edu/page/aat/300250148| |http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239666,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q19827042|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q36963
19.167,False,False,True,51536,,Asian Art,1919.0,Folding fan mounted as an album leaf,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Folding fan mounted as an album leaf; gold paper,L. 19 1/2 in. (49.5 cm),"Anonymous Gift, 1919",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51536,https://www.wikidata.org/wiki/Q78810851,,"Metropolitan Museum of Art, New York, NY",Flowers|Plants,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300132360,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q756
21.18,False,False,True,51537,,Asian Art,1921.0,Handscroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021253,Artist|Artist, |In the style of,Unidentified artist|Wu Zongyuan," |Chinese, died 1050", | ,Unidentified artist|Wu Zongyuan, |Chinese,          |0950      ,          |1050      ,|,|,|,,1368,1911,Handscroll; ink and color on silk,20 1/2 x 75 3/4 in. (52.1 x 192.4 cm),"Rogers Fund, 1921",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51537,https://www.wikidata.org/wiki/Q78810716,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
22.33.2,False,False,False,51538,,Asian Art,1922.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,375021163,Artist|Artist, |Formerly Attributed to,Unidentified artist|Wang Hui," |Chinese, 1632–1717", | ,Unidentified artist|Wang Hui, |Chinese,          |1632      ,          |1717      ,|,|http://vocab.getty.edu/page/ulan/500327902,|https://www.wikidata.org/wiki/Q716222,,1644,1911,Hanging scroll; on silk,42 x 16 1/8 in. (106.7 x 41.0 cm),"Gift of Edward B. Bruce, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51538,,,"Metropolitan Museum of Art, New York, NY",,,
